id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
24,15602551.0,Chidubem,656.0,Spain,Male,30.0,2.0,0.0,1.0,1.0,0.0,124532.9,0.0
25,15661412.0,Manna,663.0,Spain,Male,33.0,1.0,153316.14,1.0,1.0,1.0,61761.77,0.0
26,15700460.0,Hsing,605.0,France,Male,40.0,9.0,0.0,3.0,1.0,0.0,121457.88,1.0
27,15605968.0,Maclean,680.0,France,Female,46.0,1.0,0.0,2.0,1.0,0.0,116969.89,0.0
28,15771742.0,Lu,656.0,Spain,Male,37.0,9.0,0.0,2.0,1.0,0.0,111149.98,0.0
29,15781598.0,H?,819.0,France,Male,33.0,7.0,71996.09,1.0,1.0,1.0,75884.65,0.0
30,15597900.0,Calabresi,554.0,France,Male,37.0,6.0,0.0,1.0,0.0,1.0,166677.35,0.0
31,15699195.0,Mancini,681.0,France,Female,35.0,1.0,0.0,2.0,1.0,0.0,116547.31,0.0
32,15751175.0,Genovese,692.0,Germany,Female,46.0,7.0,102585.88,1.0,1.0,1.0,48869.67,0.0
33,15769246.0,Chukwudi,667.0,Spain,Female,57.0,6.0,0.0,1.0,1.0,1.0,36405.21,0.0
34,15578515.0,Chizoba,616.0,France,Male,44.0,6.0,0.0,2.0,1.0,0.0,149853.89,0.0
35,15705501.0,T'ien,703.0,Spain,Male,35.0,8.0,95826.49,2.0,0.0,1.0,176713.47,0.0
36,15674573.0,Ch'ien,686.0,France,Male,37.0,5.0,0.0,2.0,1.0,1.0,156774.75,0.0
37,15697042.0,Frolova,634.0,France,Male,39.0,2.0,0.0,2.0,1.0,1.0,179521.24,0.0
38,15730447.0,Y?an,712.0,Germany,Male,36.0,4.0,131244.53,1.0,1.0,0.0,131093.99,0.0
39,15684318.0,Chia,683.0,France,Male,32.0,1.0,0.0,2.0,1.0,0.0,166588.76,0.0
40,15602841.0,Chikwendu,602.0,France,Female,43.0,7.0,0.0,2.0,1.0,0.0,171768.76,1.0
41,15623989.0,Ch'ang,564.0,France,Male,37.0,7.0,0.0,2.0,1.0,1.0,171519.06,0.0
42,15803032.0,Hsia,446.0,Germany,Male,44.0,3.0,92350.85,2.0,1.0,0.0,181879.56,0.0
43,15729054.0,Lucchese,687.0,France,Male,36.0,1.0,0.0,1.0,1.0,1.0,89891.9,0.0
44,15571529.0,Chigolum,590.0,France,Male,26.0,1.0,0.0,2.0,1.0,0.0,85424.34,0.0
45,15783882.0,Mazzanti,774.0,France,Male,32.0,8.0,129255.2,1.0,1.0,1.0,77965.44,0.0
46,15572415.0,Ch'in,594.0,France,Female,37.0,3.0,0.0,2.0,1.0,0.0,89938.08,0.0
47,15724334.0,Tseng,588.0,Spain,Female,59.0,2.0,0.0,1.0,1.0,0.0,121562.33,1.0
48,15807593.0,Ch'iu,699.0,France,Female,37.0,6.0,152684.53,1.0,1.0,0.0,161653.5,0.0
49,15790717.0,Chukwuemeka,449.0,Germany,Male,24.0,9.0,141541.25,2.0,1.0,0.0,180622.43,0.0
50,15796834.0,Ugochukwu,676.0,Germany,Female,55.0,9.0,81905.95,1.0,1.0,0.0,104769.94,1.0
51,15734886.0,Chidumaga,699.0,Germany,Female,35.0,3.0,113581.95,1.0,1.0,1.0,76621.49,0.0
52,15675888.0,Nnaife,561.0,Spain,Male,36.0,2.0,0.0,2.0,1.0,1.0,95500.98,0.0
53,15771323.0,Onwuamaeze,705.0,Germany,Female,47.0,9.0,144470.77,1.0,1.0,1.0,121440.8,1.0
54,15691823.0,Uchenna,608.0,Spain,Male,23.0,3.0,0.0,1.0,1.0,1.0,199761.29,0.0
55,15614778.0,Chukwujekwu,652.0,France,Female,36.0,10.0,0.0,1.0,1.0,0.0,133020.9,1.0
56,15809265.0,T'ao,611.0,Spain,Male,32.0,6.0,0.0,2.0,1.0,0.0,92888.52,0.0
57,15572657.0,Eluemuno,726.0,Spain,Male,37.0,1.0,0.0,1.0,0.0,0.0,116097.26,0.0
58,15702430.0,Tsao,596.0,France,Female,40.0,4.0,0.0,1.0,1.0,0.0,91624.11,1.0
59,15673995.0,Chigolum,535.0,Germany,Female,40.0,3.0,160729.1,2.0,1.0,0.0,185791.9,0.0
60,15727059.0,Chukwudi,801.0,France,Female,38.0,1.0,0.0,1.0,1.0,1.0,161559.12,0.0
61,15615444.0,O'Callaghan,485.0,France,Female,34.0,7.0,130499.09,1.0,0.0,1.0,94820.85,0.0
62,15597951.0,Udegbulam,587.0,Spain,Male,46.0,9.0,0.0,2.0,1.0,0.0,96658.26,0.0
63,15656322.0,Kao,703.0,France,Female,41.0,8.0,121405.04,1.0,0.0,1.0,157908.01,0.0
64,15777772.0,Efremov,731.0,Spain,Female,47.0,4.0,0.0,2.0,1.0,0.0,140173.17,1.0
65,15742272.0,Hsiung,634.0,France,Male,29.0,8.0,0.0,2.0,1.0,1.0,173948.4,0.0
66,15672955.0,Chiang,559.0,Spain,Male,37.0,0.0,0.0,1.0,1.0,0.0,105618.14,1.0
67,15758813.0,Lu,743.0,France,Female,28.0,1.0,0.0,2.0,1.0,1.0,90877.76,0.0
68,15732265.0,Macleod,775.0,Germany,Female,64.0,9.0,152390.52,1.0,1.0,1.0,116537.96,0.0
69,15812772.0,Kuo,730.0,Germany,Male,45.0,7.0,138881.04,1.0,1.0,0.0,160908.95,1.0
70,15751057.0,Nnaife,652.0,France,Male,35.0,8.0,0.0,1.0,1.0,1.0,169921.11,0.0
71,15588580.0,De Salis,569.0,France,Male,39.0,6.0,0.0,2.0,1.0,1.0,184954.11,0.0
72,15586585.0,Pirozzi,732.0,France,Male,39.0,3.0,0.0,2.0,0.0,1.0,69227.42,0.0
73,15678944.0,Ugochukwu,638.0,Germany,Female,43.0,8.0,107594.11,1.0,1.0,0.0,162719.69,1.0
74,15793477.0,Milne,596.0,Germany,Female,30.0,4.0,145396.53,1.0,0.0,1.0,121151.1,1.0
75,15729019.0,Ubanwa,503.0,Spain,Female,38.0,8.0,0.0,2.0,1.0,0.0,116467.35,0.0
76,15803801.0,K'ung,627.0,Spain,Male,36.0,3.0,0.0,2.0,1.0,0.0,79919.13,0.0
77,15783589.0,Ch'iu,646.0,Spain,Male,41.0,6.0,0.0,2.0,1.0,1.0,160968.44,0.0
78,15573086.0,Onyemauchechukwu,713.0,France,Male,37.0,9.0,0.0,2.0,0.0,0.0,70529.0,0.0
79,15604345.0,Mamelu,716.0,France,Male,34.0,3.0,96891.46,1.0,1.0,1.0,51117.06,0.0
80,15633213.0,Chikezie,503.0,France,Male,38.0,6.0,0.0,1.0,1.0,0.0,126143.24,0.0
81,15610753.0,Chidozie,602.0,France,Male,41.0,4.0,0.0,1.0,1.0,0.0,105720.09,0.0
82,15740147.0,Johnston,547.0,Germany,Female,45.0,3.0,95813.76,1.0,1.0,0.0,179634.69,1.0
83,15729362.0,Aksyonov,712.0,France,Male,43.0,4.0,0.0,2.0,1.0,1.0,152417.79,0.0
84,15676576.0,Chukwukadibia,581.0,France,Male,33.0,9.0,0.0,2.0,1.0,0.0,64327.26,0.0
85,15676835.0,Chinweike,641.0,France,Male,34.0,7.0,98899.91,1.0,1.0,0.0,145537.32,0.0
86,15641782.0,Chukwufumnanya,748.0,France,Male,36.0,1.0,0.0,1.0,1.0,0.0,92888.52,0.0
87,15750731.0,Y?,611.0,France,Female,40.0,2.0,0.0,2.0,1.0,1.0,151733.43,0.0
88,15650034.0,Chukwudi,691.0,France,Male,33.0,0.0,0.0,2.0,1.0,0.0,121846.81,0.0
89,15691840.0,Tien,597.0,France,Male,36.0,6.0,0.0,2.0,1.0,0.0,85746.52,0.0
90,15679024.0,Chukwumaobim,613.0,France,Male,33.0,9.0,0.0,2.0,1.0,0.0,598.8,0.0
91,15744044.0,Hsia,712.0,Germany,Male,31.0,8.0,135096.77,1.0,1.0,1.0,141075.51,0.0
92,15807554.0,Tien,653.0,France,Female,46.0,1.0,0.0,3.0,1.0,0.0,174777.98,1.0
93,15656592.0,Chukwubuikem,679.0,France,Male,38.0,0.0,0.0,2.0,1.0,1.0,47911.03,0.0
94,15677907.0,Milne,535.0,France,Female,32.0,7.0,0.0,1.0,1.0,1.0,91358.24,0.0
95,15697360.0,Ch'ang,696.0,France,Male,30.0,3.0,0.0,2.0,1.0,0.0,176713.47,0.0
96,15605872.0,O'Donnell,743.0,France,Male,42.0,1.0,0.0,1.0,0.0,1.0,163524.7,1.0
97,15589475.0,Chung,637.0,Germany,Female,59.0,4.0,145980.23,1.0,1.0,0.0,147040.25,1.0
98,15582960.0,Trevisan,711.0,France,Male,25.0,6.0,0.0,2.0,0.0,1.0,27286.1,0.0
99,15673020.0,Ting,741.0,Spain,Male,33.0,3.0,0.0,2.0,1.0,1.0,73669.94,0.0
100,15682526.0,Ugonnatubelum,589.0,France,Male,42.0,4.0,0.0,2.0,1.0,1.0,123775.15,0.0
101,15701175.0,K'ung,717.0,Spain,Female,59.0,4.0,0.0,2.0,1.0,1.0,55775.84,0.0
102,15642098.0,Ch'iu,677.0,France,Male,41.0,9.0,0.0,2.0,1.0,0.0,57898.59,0.0
103,15576706.0,T'ang,627.0,Spain,Male,48.0,10.0,0.0,1.0,1.0,0.0,131283.6,1.0
104,15798960.0,Hs?,555.0,France,Female,37.0,7.0,0.0,2.0,1.0,1.0,28238.25,0.0
105,15696744.0,Onyekachi,667.0,France,Female,34.0,8.0,103465.02,2.0,0.0,1.0,187866.21,0.0
106,15607301.0,Tuan,568.0,Germany,Female,44.0,2.0,104833.79,1.0,1.0,0.0,63687.06,1.0
107,15630195.0,Lucciano,565.0,France,Female,51.0,2.0,89158.97,1.0,1.0,1.0,176913.42,1.0
108,15665088.0,Ch'ang,748.0,France,Male,55.0,3.0,0.0,2.0,0.0,1.0,180598.32,0.0
109,15631162.0,Genovese,673.0,France,Female,49.0,3.0,0.0,2.0,1.0,0.0,152992.04,0.0
110,15742210.0,Martin,554.0,Germany,Male,36.0,1.0,182781.74,1.0,1.0,1.0,131304.45,0.0
111,15649292.0,Smith,683.0,France,Female,54.0,5.0,0.0,1.0,1.0,1.0,161229.84,1.0
112,15792722.0,Folliero,582.0,France,Male,44.0,1.0,0.0,2.0,1.0,0.0,182372.35,0.0
113,15707968.0,Ch'iu,706.0,France,Male,34.0,6.0,91562.99,1.0,1.0,1.0,167636.15,0.0
114,15710365.0,Hsia,706.0,France,Male,43.0,3.0,0.0,2.0,1.0,1.0,161479.19,0.0
115,15598046.0,Ebelechukwu,648.0,Germany,Female,32.0,4.0,139914.66,1.0,1.0,1.0,176882.08,0.0
116,15605037.0,T'ien,613.0,France,Male,32.0,7.0,0.0,2.0,1.0,1.0,78896.59,0.0
117,15704583.0,Ch'ang,725.0,France,Female,34.0,3.0,0.0,1.0,1.0,1.0,160529.71,1.0
118,15597945.0,Chienezie,603.0,Spain,Female,28.0,4.0,0.0,2.0,1.0,1.0,9200.54,0.0
119,15692226.0,Tien,696.0,France,Male,36.0,9.0,106938.11,1.0,1.0,0.0,149550.95,0.0
120,15602812.0,Chia,637.0,Spain,Male,36.0,5.0,0.0,2.0,1.0,0.0,113677.53,0.0
121,15583076.0,Tien,686.0,France,Female,43.0,2.0,0.0,2.0,1.0,0.0,66462.79,0.0
122,15589725.0,Hovell,706.0,France,Female,28.0,9.0,0.0,2.0,0.0,0.0,170984.97,0.0
123,15789339.0,Chidiebele,602.0,France,Male,35.0,6.0,127343.4,1.0,1.0,1.0,114066.77,0.0
124,15689322.0,Chinomso,538.0,France,Female,39.0,9.0,0.0,2.0,0.0,0.0,106920.57,0.0
125,15688760.0,Hs?eh,559.0,France,Male,53.0,0.0,110738.89,1.0,1.0,1.0,120801.65,1.0
126,15766017.0,Mazzanti,727.0,Spain,Female,37.0,7.0,0.0,2.0,1.0,1.0,48924.73,0.0
127,15690933.0,T'ao,676.0,Spain,Male,49.0,1.0,152265.43,2.0,1.0,1.0,101617.64,0.0
128,15792668.0,Onyemere,711.0,France,Female,31.0,5.0,0.0,2.0,1.0,0.0,54474.48,0.0
129,15705620.0,Pirozzi,756.0,Spain,Female,43.0,10.0,150561.03,1.0,1.0,1.0,160546.58,0.0
130,15750181.0,Lo,591.0,Germany,Male,40.0,3.0,132271.3,1.0,1.0,0.0,88791.83,1.0
131,15667438.0,K'ung,587.0,France,Male,37.0,2.0,98877.95,1.0,1.0,1.0,160523.33,0.0
132,15690772.0,Smith,549.0,France,Male,37.0,0.0,91285.22,1.0,0.0,1.0,64872.33,0.0
133,15603749.0,Ch'iu,703.0,Germany,Male,29.0,6.0,126550.7,2.0,0.0,1.0,122218.61,0.0
134,15692226.0,Chien,850.0,France,Male,36.0,7.0,0.0,2.0,0.0,0.0,92888.52,0.0
135,15580953.0,Tsao,762.0,France,Female,29.0,7.0,0.0,2.0,1.0,1.0,73881.68,0.0
136,15705860.0,Kistler,567.0,France,Male,33.0,5.0,0.0,2.0,0.0,0.0,56784.11,0.0
137,15673908.0,White,743.0,France,Female,32.0,3.0,102800.65,1.0,1.0,1.0,61936.1,0.0
138,15690134.0,Milani,762.0,France,Male,24.0,1.0,0.0,1.0,0.0,1.0,136902.01,0.0
139,15751177.0,T'ien,719.0,France,Male,34.0,4.0,0.0,2.0,1.0,1.0,152235.3,0.0
140,15702912.0,Onyekachi,535.0,Germany,Female,31.0,5.0,136492.92,1.0,1.0,0.0,81898.81,0.0
141,15702061.0,Tung,645.0,France,Female,42.0,6.0,0.0,1.0,0.0,0.0,18364.19,0.0
142,15648881.0,Yeh,645.0,Spain,Female,39.0,0.0,0.0,1.0,1.0,0.0,132973.21,1.0
143,15792868.0,McWilliam,585.0,France,Male,33.0,6.0,0.0,2.0,1.0,1.0,152698.24,0.0
144,15692430.0,K'ung,735.0,Germany,Male,49.0,1.0,132730.17,1.0,1.0,0.0,117572.59,1.0
145,15586523.0,Ts'ui,637.0,Germany,Male,37.0,8.0,101242.98,2.0,0.0,1.0,157964.99,0.0
146,15578980.0,Chidubem,646.0,France,Female,40.0,10.0,0.0,1.0,1.0,0.0,75578.67,1.0
147,15577515.0,O'Meara,659.0,France,Male,44.0,4.0,0.0,1.0,1.0,0.0,51548.14,1.0
148,15767954.0,Hs?,678.0,France,Male,30.0,5.0,0.0,2.0,1.0,0.0,142838.64,0.0
149,15741719.0,Onyemauchechi,699.0,France,Female,40.0,7.0,0.0,2.0,1.0,0.0,77951.84,0.0
150,15806796.0,Chiu,775.0,France,Female,40.0,4.0,0.0,2.0,1.0,0.0,181429.87,0.0
151,15643326.0,Chigolum,732.0,Spain,Male,34.0,9.0,0.0,2.0,1.0,0.0,158071.69,0.0
152,15643438.0,Ch'eng,710.0,France,Male,37.0,7.0,0.0,2.0,1.0,0.0,47848.56,0.0
153,15672432.0,Ch'en,597.0,Germany,Male,34.0,9.0,149525.55,1.0,1.0,0.0,125870.5,0.0
154,15731519.0,Tsao,707.0,Germany,Female,32.0,4.0,131318.56,2.0,1.0,0.0,172097.4,0.0
155,15803078.0,Chidiegwu,505.0,Spain,Male,38.0,3.0,0.0,1.0,1.0,1.0,113950.53,0.0
156,15649379.0,T'ang,545.0,Spain,Male,36.0,6.0,129968.67,1.0,1.0,1.0,88890.03,0.0
157,15805565.0,Onwuamaeze,683.0,Spain,Male,38.0,1.0,0.0,1.0,1.0,1.0,157937.35,0.0
158,15651359.0,Chiazagomekpere,627.0,France,Male,34.0,2.0,0.0,2.0,1.0,0.0,59636.43,0.0
159,15808930.0,Clements,569.0,France,Female,28.0,1.0,0.0,2.0,0.0,1.0,56937.43,0.0
160,15789563.0,Hs?,607.0,France,Male,30.0,1.0,0.0,2.0,1.0,0.0,177896.87,0.0
161,15572426.0,Chiagoziem,696.0,France,Female,31.0,1.0,0.0,2.0,1.0,1.0,95957.09,0.0
162,15799031.0,Trevisani,589.0,France,Female,30.0,3.0,0.0,2.0,0.0,1.0,112349.51,0.0
163,15584533.0,Liao,684.0,Spain,Male,28.0,2.0,0.0,2.0,1.0,1.0,126518.0,0.0
164,15686963.0,Onwuamaeze,694.0,France,Male,30.0,1.0,72535.45,1.0,1.0,1.0,175722.69,0.0
165,15632472.0,Fiorentino,651.0,Germany,Male,31.0,3.0,115141.18,2.0,1.0,0.0,81481.7,0.0
166,15736112.0,Hsia,622.0,France,Male,42.0,3.0,0.0,2.0,1.0,0.0,148527.56,0.0
167,15723320.0,Ch'in,758.0,France,Male,22.0,8.0,0.0,1.0,0.0,1.0,176779.46,0.0
168,15799300.0,O'Sullivan,710.0,France,Female,32.0,3.0,83772.95,1.0,1.0,1.0,123989.16,0.0
169,15803801.0,O'Sullivan,710.0,France,Male,39.0,4.0,0.0,2.0,1.0,1.0,138526.96,0.0
170,15652912.0,Nwachinemelu,591.0,Germany,Male,30.0,9.0,132351.29,1.0,1.0,0.0,51117.06,0.0
171,15728885.0,Chukwuemeka,535.0,France,Female,36.0,1.0,0.0,1.0,1.0,1.0,73564.44,0.0
172,15630113.0,Eremenko,631.0,France,Female,43.0,1.0,143903.11,1.0,1.0,1.0,180329.83,0.0
173,15781465.0,De Salis,713.0,Spain,Male,44.0,9.0,0.0,2.0,1.0,1.0,141465.31,0.0
174,15571081.0,Chuang,695.0,France,Male,28.0,7.0,124240.93,1.0,0.0,1.0,80178.54,0.0
175,15781689.0,Galkin,641.0,France,Female,34.0,7.0,0.0,2.0,0.0,1.0,164162.44,0.0
176,15597951.0,Yevseyev,548.0,France,Female,26.0,1.0,0.0,1.0,1.0,0.0,181224.56,1.0
177,15682868.0,Baresi,749.0,Spain,Male,26.0,1.0,0.0,2.0,0.0,0.0,98640.15,0.0
178,15736425.0,Udinese,579.0,France,Male,30.0,9.0,178058.06,1.0,1.0,1.0,26793.82,0.0
179,15593694.0,Ch'ien,614.0,France,Female,40.0,4.0,0.0,2.0,1.0,1.0,144290.97,0.0
180,15656592.0,Lo Duca,541.0,France,Male,38.0,3.0,0.0,2.0,1.0,1.0,145558.42,0.0
181,15663942.0,Y?,637.0,Spain,Male,46.0,5.0,0.0,2.0,1.0,1.0,183490.99,0.0
182,15686936.0,White,648.0,France,Male,39.0,9.0,0.0,2.0,1.0,1.0,127059.05,0.0
183,15755242.0,Manna,535.0,Germany,Male,46.0,1.0,103688.19,2.0,1.0,1.0,176925.69,1.0
184,15643908.0,Chuang,704.0,France,Female,42.0,9.0,0.0,2.0,1.0,0.0,136902.01,0.0
185,15766787.0,Y?an,811.0,France,Male,37.0,9.0,0.0,2.0,0.0,1.0,131177.22,0.0
186,15605067.0,Ch'iu,696.0,France,Male,32.0,2.0,0.0,2.0,1.0,1.0,126812.63,0.0
187,15809263.0,Onyekaozulu,729.0,France,Female,31.0,9.0,0.0,2.0,0.0,0.0,169203.51,0.0
188,15595842.0,Uspensky,634.0,France,Male,32.0,3.0,0.0,2.0,1.0,0.0,143628.31,0.0
189,15644849.0,Ewing,674.0,Spain,Female,39.0,4.0,0.0,1.0,1.0,0.0,72861.94,1.0
190,15624667.0,T'ien,850.0,Germany,Male,52.0,4.0,103818.43,1.0,1.0,0.0,145936.28,1.0
191,15584580.0,P'eng,716.0,France,Male,35.0,8.0,103711.56,1.0,1.0,0.0,102021.39,0.0
192,15787459.0,Ch'iu,719.0,France,Female,37.0,7.0,0.0,1.0,0.0,1.0,142514.66,1.0
193,15806049.0,Ch'iu,699.0,Germany,Male,35.0,1.0,106012.5,1.0,1.0,1.0,184524.74,0.0
194,15671165.0,Iloerika,648.0,France,Male,37.0,2.0,0.0,2.0,1.0,0.0,59595.64,0.0
195,15578799.0,Chinwendu,633.0,Germany,Female,34.0,7.0,123372.3,1.0,1.0,0.0,133501.94,1.0
196,15793331.0,Chia,807.0,France,Female,29.0,7.0,0.0,2.0,1.0,1.0,131768.98,0.0
197,15634262.0,Pinto,588.0,Spain,Female,51.0,5.0,121702.73,1.0,1.0,1.0,103557.85,0.0
198,15641850.0,Chinedum,643.0,France,Female,28.0,6.0,127726.33,1.0,1.0,0.0,50368.63,0.0
199,15711489.0,Palerma,738.0,France,Female,33.0,9.0,0.0,2.0,0.0,1.0,114522.68,0.0
200,15773039.0,Galkin,616.0,Spain,Male,38.0,4.0,163097.55,1.0,1.0,1.0,58907.08,0.0
201,15716800.0,Chikwendu,615.0,France,Male,36.0,2.0,121669.93,2.0,1.0,0.0,47832.82,0.0
202,15616954.0,Tien,526.0,Spain,Male,28.0,3.0,0.0,2.0,1.0,0.0,38550.4,0.0
203,15612092.0,Uspensky,663.0,France,Female,46.0,3.0,0.0,2.0,0.0,0.0,111180.3,0.0
204,15621818.0,Kumm,539.0,Spain,Female,33.0,2.0,0.0,1.0,0.0,1.0,168544.85,0.0
205,15759966.0,Nnaife,571.0,Germany,Female,23.0,4.0,131406.56,1.0,1.0,0.0,77500.81,0.0
206,15738148.0,Ts'ui,633.0,France,Male,33.0,6.0,0.0,2.0,1.0,0.0,94450.97,0.0
207,15642800.0,Chidiebere,739.0,France,Male,31.0,8.0,148571.07,1.0,1.0,0.0,143859.66,0.0
208,15682356.0,Chiemenam,639.0,France,Male,41.0,2.0,149363.12,1.0,1.0,1.0,123835.78,0.0
209,15743236.0,Biryukov,584.0,Germany,Male,33.0,5.0,124640.36,2.0,1.0,0.0,95859.55,0.0
210,15682021.0,De Luca,738.0,Germany,Female,37.0,7.0,137959.0,2.0,1.0,0.0,102299.81,0.0
211,15766787.0,Chiang,664.0,Spain,Female,27.0,10.0,0.0,2.0,1.0,1.0,168285.18,0.0
212,15637138.0,Obiajulu,715.0,Germany,Female,37.0,2.0,71097.23,2.0,1.0,1.0,170142.09,0.0
213,15635244.0,Olisaemeka,695.0,France,Male,27.0,8.0,0.0,2.0,1.0,1.0,27654.44,0.0
214,15572735.0,Chukwualuka,498.0,Spain,Male,38.0,3.0,165901.59,1.0,1.0,0.0,166677.35,0.0
215,15594878.0,P'eng,637.0,France,Male,52.0,3.0,0.0,1.0,1.0,0.0,131736.23,1.0
216,15747097.0,Fiorentino,731.0,Spain,Male,35.0,5.0,0.0,2.0,1.0,1.0,150422.35,0.0
217,15701765.0,P'eng,584.0,France,Female,42.0,2.0,0.0,2.0,1.0,1.0,141069.88,0.0
218,15590820.0,K?,716.0,France,Female,39.0,4.0,0.0,2.0,1.0,0.0,138849.37,0.0
219,15665784.0,Chiu,762.0,Spain,Female,31.0,8.0,0.0,1.0,1.0,1.0,141872.05,0.0
220,15809663.0,Ijendu,778.0,France,Female,48.0,7.0,0.0,1.0,1.0,1.0,116848.79,1.0
221,15689492.0,Tsou,694.0,Spain,Female,29.0,6.0,0.0,2.0,1.0,1.0,118716.63,0.0
222,15797748.0,Dickson,817.0,France,Male,38.0,6.0,0.0,1.0,1.0,1.0,106977.8,0.0
223,15567506.0,Nkemdilim,726.0,France,Male,74.0,3.0,0.0,2.0,1.0,1.0,73882.49,0.0
224,15789863.0,Udinese,700.0,Spain,Male,36.0,8.0,0.0,2.0,1.0,0.0,161256.83,0.0
225,15736990.0,Ijendu,602.0,France,Male,24.0,8.0,0.0,1.0,1.0,1.0,132979.43,0.0
226,15666032.0,Iadanza,559.0,France,Male,40.0,6.0,0.0,2.0,0.0,1.0,179521.24,0.0
227,15587712.0,H?,682.0,Spain,Male,51.0,6.0,0.0,2.0,1.0,1.0,79577.38,0.0
228,15581526.0,Chidimma,591.0,Germany,Female,48.0,4.0,125845.66,1.0,0.0,0.0,168895.03,1.0
229,15773949.0,Chin,735.0,Spain,Male,39.0,1.0,0.0,2.0,1.0,0.0,176779.46,0.0
230,15592925.0,Chiazagomekpele,699.0,France,Female,42.0,2.0,0.0,1.0,1.0,0.0,57896.29,1.0
231,15792916.0,Onyekachi,707.0,Germany,Female,44.0,8.0,84958.6,2.0,1.0,0.0,72969.9,0.0
232,15800890.0,Ch'eng,812.0,Germany,Female,47.0,10.0,120718.28,1.0,0.0,1.0,103381.47,1.0
233,15636024.0,Hsia,704.0,Germany,Male,35.0,0.0,106831.49,1.0,1.0,1.0,134600.94,0.0
234,15588580.0,Ts'ai,641.0,France,Male,43.0,8.0,0.0,2.0,1.0,1.0,103921.43,0.0
235,15782758.0,Chin,677.0,France,Female,37.0,4.0,131101.05,1.0,0.0,0.0,176843.53,0.0
236,15781665.0,H?,658.0,France,Male,48.0,8.0,0.0,2.0,1.0,0.0,102999.33,0.0
237,15690731.0,Genovesi,608.0,France,Female,63.0,7.0,0.0,2.0,1.0,1.0,155711.64,1.0
238,15779523.0,McIver,633.0,France,Male,35.0,4.0,0.0,2.0,1.0,1.0,93769.89,0.0
239,15791040.0,Maclean,706.0,Germany,Female,27.0,9.0,99774.5,2.0,1.0,0.0,54487.43,0.0
240,15609299.0,Iadanza,681.0,France,Male,34.0,4.0,0.0,2.0,1.0,0.0,102541.14,0.0
241,15809616.0,Hsia,746.0,Spain,Male,34.0,5.0,0.0,2.0,1.0,0.0,161076.92,0.0
